0.555019637	0.441786407	0.497985836	0.499345436	1
0.446457942	0.456865034	0.458360594	0.420456775	1
0.564432738	0.346287913	0.499796533	0.455741077	1
0.549852526	0.664115708	0.36289333	0.398388038	1
0.568814372	0.79081718	0.305320105	0.297389631	1
0.47584423	0.577886784	0.506824813	0.44158641	1
0.568410593	0.472270153	0.455495339	0.464347881	1
0.389444961	0.809223829	0.447602719	0.21372849	1
0.455954007	0.507846879	0.589315626	0.45182505	1
0.561934354	0.450729168	0.466901153	0.469364837	1
0.486367723	0.682459267	0.406842794	0.322272519	1
0.458366903	0.530038958	0.526474346	0.43232703	1
0.567558871	0.649494487	0.394085267	0.458474157	1
0.540414189	0.761180423	0.316808883	0.317786786	1
0.589880286	0.607848457	0.35632561	0.418498762	1
0.456737275	0.261036892	0.697462185	0.343893629	1
0.556972288	0.636437911	0.357757764	0.403446949	1
0.358820839	0.83213514	0.527420703	0.25186669	1
0.373095062	0.788467059	0.494660967	0.325944386	1
0.47093579	0.636374821	0.483389852	0.456434441	1
0.43425839	0.727628902	0.421465592	0.372527247	1
0.543840003	0.651191622	0.401138783	0.411401397	1
0.534023123	0.525666788	0.453306099	0.459656788	1
0.528657277	0.663724547	0.421573792	0.363716661	1
0.409652845	0.736247062	0.315023422	0.197779215	1
0.515171685	0.517181117	0.492875507	0.447174966	1
0.435753316	0.703348528	0.480093374	0.310484062	1
0.558025899	0.757786155	0.305373732	0.293597893	1
0.518266273	0.772148704	0.330108358	0.305875302	1
0.586769925	0.679260579	0.35721834	0.395940127	1
0.442373149	0.728673049	0.31815902	0.237182379	1
0.457267866	0.432778316	0.613346793	0.391861327	1
0.581757386	0.475793757	0.43622353	0.494695667	1
0.543833693	0.306010946	0.569748111	0.483112254	1
0.432519203	0.629977445	0.46914402	0.398798126	1
0.516935064	0.687093264	0.316944528	0.393249318	1
0.596028454	0.704392675	0.327483794	0.385662687	1
0.350947146	0.754262551	0.392489077	0.261901232	1
0.498175108	0.460455198	0.580747938	0.479276352	1
0.567691361	0.470181858	0.457252094	0.464796454	1
0.360628381	0.824955442	0.456684595	0.195249286	1
0.533455308	0.304837463	0.578640715	0.465693916	1
0.581997129	0.327553193	0.54455608	0.481071276	1
0.577839466	0.694011135	0.358243561	0.384397722	1
0.571492563	0.539505686	0.46084699	0.45496601	1
0.476585543	0.627497989	0.449143389	0.45019353	1
0.601249192	0.537218656	0.391192568	0.471282787	1
0.475639186	0.42957966	0.639239129	0.410707718	1
0.560978533	0.770647151	0.303916342	0.274711755	1
0.580694311	0.339565622	0.518931878	0.472708632	1
0.542505639	0.429840854	0.459819877	0.443666819	1
0.567388527	0.345959843	0.497932209	0.455741077	1
0.422366209	0.401444772	0.688459173	0.450111828	1
0.520319869	0.656869765	0.41592467	0.447664548	1
0.376596584	0.782527089	0.534988407	0.280257409	1
0.590189429	0.674364758	0.360568445	0.407567073	1
0.4774972	0.283818867	0.700029968	0.375057176	1
0.514383054	0.526382865	0.408545607	0.430613713	1
0.55566316	0.750606457	0.299780761	0.279402533	1
0.583309412	0.750410877	0.309916247	0.312767937	1
0.565521049	0.663986372	0.356350846	0.396309206	1
0.562398069	0.447139004	0.480415135	0.455088406	1
0.505228624	0.303793316	0.599561521	0.421803126	1
0.472765414	0.712029779	0.366110945	0.411074904	1
0.592785603	0.705695494	0.341811643	0.39406634	1
0.350947146	0.754262551	0.392489077	0.261901232	1
0.588750966	0.32853425	0.54236684	0.468875885	1
0.43032949	0.378404126	0.69729815	0.445584139	1
0.452602009	0.753413984	0.381110708	0.295922777	1
0.51108973	0.730436428	0.332026309	0.388599549	1
0.50426334	0.250267346	0.679541332	0.407567073	1
0.574341099	0.746363622	0.286859829	0.31623476	1
0.617018659	0.683374079	0.351839876	0.41911074	1
0.57164398	0.78487721	0.305591394	0.300285484	1
0.550858819	0.746363622	0.305809057	0.296736645	1
0.3810003	0.468093563	0.713001372	0.464429583	1
0.519013896	0.533366982	0.445224208	0.452926295	1
0.553196322	0.522206274	0.455333197	0.445257646	1
0.567050993	0.44165581	0.4647933	0.465163641	1
0.505534613	0.748779988	0.334322802	0.340016719	1
0.532455324	0.735461586	0.300294948	0.308200186	1
0.523461775	0.665096765	0.408653807	0.375221211	1
0.539518304	0.463262094	0.484336209	0.446889481	1
0.553499156	0.661831832	0.381435624	0.404589202	1
0.54601347	0.646100219	0.408653807	0.449581552	1
0.477257457	0.535849592	0.571587199	0.459289917	1
0.521726787	0.455363796	0.565369631	0.425515055	1
0.520581694	0.525013801	0.450602987	0.450560717	1
0.557202568	0.366587278	0.517446097	0.469323828	1
0.528922257	0.661636252	0.396138862	0.444604975	1
0.398788663	0.494528477	0.672134509	0.466715036	1
0.450142742	0.608826359	0.490579013	0.419600322	1
0.423107522	0.564309711	0.53271715	0.422741282	1
0.467935837	0.511894134	0.513931957	0.429104588	1
0.435904923	0.646882541	0.468254444	0.405037775	1
0.386457627	0.77645463	0.522256747	0.305222315	1
0.528225107	0.650147474	0.425952272	0.456964717	1
0.567483163	0.732915885	0.278995599	0.269285973	1
0.531105188	0.329382817	0.59631867	0.46055425	1
0.469333291	0.669273355	0.447440577	0.338792764	1
0.462510686	0.60308197	0.49898582	0.428370215	1
0.444860491	0.293935427	0.578694342	0.40328386	1
0.599829656	0.766924812	0.30459141	0.299471617	1
0.594148357	0.423182915	0.44857589	0.465979401	1
0.495765051	0.636242331	0.437385783	0.452804214	1
0.555559061	0.629586284	0.370000473	0.433428369	1
0.552205801	0.31195407	0.540395262	0.434284992	1
0.594381792	0.441199035	0.440872541	0.472629769	1
0.553814609	0.751587514	0.311862589	0.316603839	1
0.604551979	0.74975789	0.314348354	0.328351288	1
0.593138909	0.277683317	0.544963013	0.426983486	1
0.559593697	0.755240454	0.304727055	0.289191022	1
0.515389347	0.706805886	0.340026183	0.393208309	1
0.470664501	0.547991357	0.495632561	0.420783268	1
0.375852116	0.683241589	0.381975048	0.376483021	1
0.414137947	0.289172095	0.697783947	0.348991341	1
0.512802637	0.643163357	0.409464519	0.405812842	1
0.44645668	0.456866611	0.458361855	0.420457091	1
0.504162395	0.669664516	0.392571095	0.330310247	1
0.455136985	0.597927477	0.468144036	0.421191148	1
0.565151969	0.318414536	0.555234145	0.485885081	1
0.417452091	0.665617262	0.449170518	0.388599549	1
0.556997524	0.750802038	0.310509298	0.305711266	1
0.558423369	0.342502484	0.504282267	0.444197095	1
0.566133026	0.539635022	0.389542752	0.453538272	1
0.557404457	0.668424788	0.3769215	0.438894339	1
0.466446901	0.701193987	0.381732149	0.368814372	1
