0.861363401	0.41138222	1
0.997736211	0.536070608	1
0.785251008	0.797464557	1
0.870904043	0.689959143	1
0.465734968	0.297892767	1
0.751959677	0.92616776	1
0.849973544	0.793067897	1
0.562396016	0.305240534	1
0.664817451	0.354127459	1
0.380469232	0.486130885	1
0.449479329	0.469220657	1
0.745648344	0.435220188	1
0.70535836	0.349561698	1
0.868842086	0.645185222	1
0.953955084	0.802810371	1
0.422073849	0.361737062	1
0.583959285	0.273634772	1
0.860212414	0.868672983	1
0.561065017	0.350090824	1
0.522340594	0.281969878	1
0.694754011	0.703634608	1
0.739664305	0.646614409	1
0.931769955	0.572400325	1
0.794038872	0.43133629	1
0.874738846	0.479579535	1
0.477904877	0.475701093	1
0.429738001	0.265703329	1
0.484008924	0.447608294	1
0.586255803	0.334620693	1
0.509636103	0.414873364	1
0.755483551	0.426694159	1
0.791153223	0.770991867	1
0.770588203	0.681809504	1
0.712673398	0.392502768	1
0.408474752	0.347690663	1
0.756880008	0.354252922	1
0.874313363	0.841098401	1
0.990923026	0.645054304	1
0.881786593	0.607955444	1
0.688131747	0.309178981	1
0.682469548	0.418571795	1
0.688284485	0.364982735	1
0.902766186	0.734203937	1
0.852597357	0.59078338	1
0.883892189	0.650132827	1
0.689735491	0.898789555	1
0.84492775	0.558408475	1
0.483245236	0.371594089	1
0.660448067	0.442131562	1
0.701758118	0.772388324	1
0.420170084	0.525177148	1
0.675639998	0.393321005	1
0.573747688	0.265757878	1
0.888457951	0.413896935	1
0.614823179	0.448535629	1
0.980580512	0.584035653	1
0.332122343	0.488852886	1
0.574189536	0.389251641	1
0.841971187	0.749412233	1
0.905837302	0.563743379	1
0.735191277	0.829583081	1
0.864576344	0.622732802	1
0.544394805	0.407989265	1
0.796859061	0.806148777	1
0.966457744	0.668368599	1
0.738796974	0.923614861	1
0.8003993	0.43815493	1
0.47398825	0.383818548	1
0.46058553	0.38712968	1
0.281260739	0.489060173	1
0.762558572	0.356418523	1
0.720370279	0.792795152	1
0.513890934	0.354585672	1
0.829975835	0.404345383	1
0.334926168	0.420388281	1
0.628280448	0.292279662	1
0.68423694	0.229990018	1
0.533430431	0.465898615	1
0.881148368	0.583877461	1
0.754796232	0.74182445	1
0.852330066	0.53628335	1
0.872736893	0.520753214	1
0.849951724	0.360820637	1
0.700018001	0.8732442	1
0.748359435	0.885626851	1
0.884710426	0.78356544	1
0.675547264	0.342535771	1
0.759787477	0.437603984	1
0.749379504	0.394471992	1
0.916965323	0.803203125	1
0.470769852	0.322243496	1
0.748752189	0.325565538	1
0.865765515	0.547853219	1
0.838010921	0.370410373	1
0.867167428	0.496075191	1
0.747852128	0.400112371	1
0.870042166	0.684520595	1
0.799504694	0.546947704	1
0.767326166	0.778039614	1
0.412058629	0.334653422	1
0.761042106	0.382400271	1
0.460160047	0.473671865	1
