0.563536092	0.441324235	1
0.755821755	0.471877199	1
0.638650236	0.707283945	1
0.802308519	0.240212523	1
0.859596009	0.442600684	1
0.881617491	0.56210145	1
0.745184676	0.487036401	1
0.558337561	0.406238238	1
0.871051325	0.652794824	1
0.982249715	0.468909727	1
0.434636512	0.401623382	1
0.785883778	0.440358715	1
0.29805096	0.45715439	1
0.443418921	0.461016468	1
0.516885681	0.335526208	1
0.853988359	0.63935392	1
0.470087988	0.465025829	1
0.519885883	0.467000507	1
0.460858276	0.405370907	1
0.828066615	0.372532334	1
0.384462227	0.397003071	1
0.970243453	0.542414672	1
0.667550362	0.860234234	1
0.864821815	0.634188118	1
0.872376869	0.587194048	1
0.760005673	0.645414328	1
0.915661599	0.345563247	1
0.86360537	0.406674631	1
0.784989172	0.794988026	1
0.922583883	0.659711653	1
0.780821619	0.691235592	1
0.41515702	0.488940165	1
0.84088566	0.91870544	1
0.656307788	0.826179216	1
0.833859732	0.482306992	1
0.931088091	0.639201183	1
0.783412702	0.789642212	1
0.905531827	0.491662166	1
0.75429438	0.380583785	1
0.512625395	0.402196148	1
0.826713797	0.734760338	1
0.411038561	0.445082669	1
0.736064062	0.843918591	1
0.839996509	0.398874106	1
0.457656242	0.33730451	1
0.862776223	0.582268262	1
0.630293311	0.353729251	1
0.676507329	0.278975131	1
0.798446441	0.398399529	1
0.807888894	0.427937879	1
0.739435198	0.757845528	1
0.593669029	0.348514355	1
0.646996252	1	1
0.950622133	0.516711124	1
0.869371212	0.474151897	1
0.901958859	0.697296	1
0.866845588	0.62471839	1
0.629229603	0.362168	1
0.904609946	0.811980079	1
0.940219615	0.656285968	1
0.517414808	0.489196546	1
0.489065628	0.420317367	1
0.833434249	0.739249731	1
0.362697127	0.473573677	1
0.726643429	0.287686626	1
0.61259212	0.333589714	1
0.925213151	0.71195335	1
0.879861009	0.585612123	1
0.837825454	0.353309223	1
0.846924248	0.504350293	1
0.696357755	0.38493135	1
0.94551088	0.606035315	1
0.863234436	0.525340796	1
0.75429438	0.400734231	1
0.662013626	0.379209147	1
0.812056447	0.389546206	1
0.855712112	0.41765537	1
0.764107767	0.389857136	1
0.73312932	0.394575635	1
0.630255126	0.249807714	1
0.935484751	0.596756509	1
0.469820697	0.280333404	1
0.803323133	0.725727003	1
0.375374343	0.52163691	1
